route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-10,04_1,4-10-A-1,4-10-1-1-051200,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-055800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-060000,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-061700,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-062000,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-063900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-064000,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-065300,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-065700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-071100,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-071900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-072900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-073700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-074900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-075800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-080900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-081600,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-082800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-083700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-084800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-090000,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-090800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-091900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-092800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-093900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-094900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-095900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-101000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-101900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-103000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-103900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-105000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-105900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-111000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-111900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-113000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-113900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-114700,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-115900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-120800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-121900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-122900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-123900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-124900,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-125700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-130800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-131700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-133000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-133800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-135000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-135800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-141000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-141800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-143000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-143800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-145000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-145800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-151000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-151800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-153000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-153800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-155000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-155800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-161000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-161800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-163100,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-163800,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-165100,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-165900,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-171000,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-172100,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-173200,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-174500,AHUY,,0
4-10,04_1,4-10-R-2,4-10-3-1-175300,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-180700,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-181500,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-183000,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-183800,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-3-1-185200,AHUY,,0
4-10,04_1,4-10-R-2,4-10-4-1-190200,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-2-1-191300,AHUY,,0
4-10,04_1,4-10-R-2,4-10-1-1-193100,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-5-1-193500,AHUY,,0
4-10,04_1,4-10-R-2,4-10-2-1-195700,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-4-1-200200,AHUY,,0
4-10,04_1,4-10-R-2,4-10-5-1-202200,TALANT Citadelle,,1
4-10,04_1,4-10-A-1,4-10-1-1-203100,AHUY,,0
4-10,18_B,4-10-A-11,18-10-1-B-133000,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-133000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-134800,Talant,,1
4-10,18_B,4-10-A-21,18-10-50-B-140000,AHUY,,0
4-10,18_B,4-10-A-11,18-10-1-B-141500,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-143000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-143300,Talant,,1
4-10,18_B,4-10-A-21,18-10-50-B-150000,AHUY,,0
4-10,18_B,4-10-A-11,18-10-1-B-150000,DARCY,,0
4-10,18_B,4-10-R-12,18-10-1-B-151800,Talant,,1
4-10,18_B,4-10-R-22,18-10-50-B-153000,DARCY,,1
4-10,18_B,4-10-A-11,18-10-1-B-154500,DARCY,,0
4-10,18_B,4-10-A-21,18-10-50-B-160000,AHUY,,0
4-10,18_B,4-10-R-12,18-10-1-B-160300,Talant,,1
4-10,18_B,4-10-A-11,18-10-1-B-162900,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-163000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-164800,Talant,,1
4-10,18_B,4-10-A-21,18-10-50-B-170000,AHUY,,0
4-10,18_B,4-10-A-11,18-10-1-B-171400,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-173000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-173300,Talant,,1
4-10,18_B,4-10-A-11,18-10-1-B-175900,DARCY,,0
4-10,18_B,4-10-A-21,18-10-50-B-180000,AHUY,,0
4-10,18_B,4-10-R-12,18-10-1-B-181800,Talant,,1
4-10,18_B,4-10-R-22,18-10-50-B-183000,DARCY,,1
4-10,18_B,4-10-A-11,18-10-1-B-184400,DARCY,,0
4-10,18_B,4-10-A-21,18-10-50-B-190000,AHUY,,0
4-10,18_B,4-10-R-12,18-10-1-B-190400,Talant,,1
4-10,18_B,4-10-A-11,18-10-1-B-192900,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-193000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-194900,Talant,,1
4-10,18_B,4-10-A-21,18-10-50-B-200000,AHUY,,0
4-10,18_B,4-10-A-11,18-10-1-B-201500,DARCY,,0
4-10,18_B,4-10-R-22,18-10-50-B-203000,DARCY,,1
4-10,18_B,4-10-R-12,18-10-1-B-203400,Talant,,1
4-10,18_B,4-10-A-21,18-10-50-B-210000,AHUY,,0
4-10,19_A,4-10-A-1,19-10-1-A-051100,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-055600,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-060100,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-062600,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-063400,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-065300,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-070600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-072500,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-073800,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-075700,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-081000,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-083000,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-084300,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-090300,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-091600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-093600,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-095000,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-100800,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-102300,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-104100,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-105600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-111400,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-112600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-114800,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-120300,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-122300,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-124100,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-125500,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-131600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-4-A-132200,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-134600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-135000,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-4-A-141100,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-141600,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-143700,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-144200,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-150400,AHUY,,0
4-10,19_A,4-10-R-2,19-10-4-A-150800,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-153000,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-153400,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-4-A-155600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-160000,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-162200,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-162600,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-164800,AHUY,,0
4-10,19_A,4-10-R-2,19-10-4-A-165200,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-171400,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-171900,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-4-A-174000,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-174500,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-180600,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-181100,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-183200,AHUY,,0
4-10,19_A,4-10-R-2,19-10-4-A-183700,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-3-A-185800,AHUY,,0
4-10,19_A,4-10-R-2,19-10-2-A-190400,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-4-A-192800,AHUY,,0
4-10,19_A,4-10-R-2,19-10-1-A-193100,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-2-A-195500,AHUY,,0
4-10,19_A,4-10-R-2,19-10-3-A-195600,TALANT Citadelle,,1
4-10,19_A,4-10-R-2,19-10-4-A-202400,TALANT Citadelle,,1
4-10,19_A,4-10-A-1,19-10-1-A-203000,AHUY,,0
4-10,20_1,4-10-A-1,20-10-1-1-051000,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-055500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-055900,AHUY,,0
4-10,20_1,4-10-A-1,20-10-4-1-062100,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-062100,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-064500,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-064700,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-070900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-071200,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-073400,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-073600,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-075800,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-080100,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-082200,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-082500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-084800,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-085100,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-091300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-091600,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-093800,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-094200,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-100300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-100700,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-102900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-103200,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-105500,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-105600,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-112000,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-112100,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-114400,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-114400,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-120900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-120900,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-123300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-123400,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-125800,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-130000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-132300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-132500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-135000,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-135000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-141500,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-141500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-144000,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-144000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-150400,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-150500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-152900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-153000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-155400,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-155500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-161900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-162000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-164200,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-164400,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-170800,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-170800,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-173300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-173400,TALANT Citadelle,,1
4-10,20_1,4-10-R-2,20-10-3-1-175800,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-4-1-175900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-2-1-182400,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-182500,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-185000,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-185100,AHUY,,0
4-10,20_1,4-10-R-2,20-10-1-1-191500,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-2-1-191700,AHUY,,0
4-10,20_1,4-10-A-1,20-10-4-1-193900,AHUY,,0
4-10,20_1,4-10-R-2,20-10-3-1-193900,TALANT Citadelle,,1
4-10,20_1,4-10-R-2,20-10-2-1-200200,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-1-1-200300,AHUY,,0
4-10,20_1,4-10-R-2,20-10-4-1-202300,TALANT Citadelle,,1
4-10,20_1,4-10-A-1,20-10-3-1-202900,AHUY,,0
4-10,21_1,4-10-A-1,21-10-1-1-051200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-055400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-055900,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-062200,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-063400,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-065400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-070200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-072400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-072500,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-074900,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-075000,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-081400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-081500,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-083900,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-084000,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-090400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-090500,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-092900,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-093200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-095400,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-095700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-101900,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-102200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-104300,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-104700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-110900,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-111200,AHUY,,0
4-10,21_1,4-10-A-1,21-10-1-1-113500,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-113500,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-120000,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-120000,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-122600,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-122600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-125100,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-125100,TALANT Citadelle,,1
4-10,21_1,4-10-R-2,21-10-4-1-131600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-131700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-134100,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-134200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-140600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-140700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-143100,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-143200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-145500,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-145700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-152100,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-152200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-154600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-154700,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-161100,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-161200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-163600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-164000,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-170100,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-170400,AHUY,,0
4-10,21_1,4-10-A-1,21-10-4-1-172900,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-172900,TALANT Citadelle,,1
4-10,21_1,4-10-R-2,21-10-3-1-175500,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-2-1-180100,AHUY,,0
4-10,21_1,4-10-R-2,21-10-4-1-182600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-183200,AHUY,,0
4-10,21_1,4-10-R-2,21-10-2-1-190000,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-3-1-190400,AHUY,,0
4-10,21_1,4-10-R-2,21-10-1-1-193800,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-4-1-194000,AHUY,,0
4-10,21_1,4-10-R-2,21-10-3-1-201600,TALANT Citadelle,,1
4-10,21_1,4-10-A-1,21-10-1-1-203100,AHUY,,0
4-10,22_B,4-10-A-11,22-10-1-B-132900,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-133000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-134700,Talant,,1
4-10,22_B,4-10-A-21,22-10-50-B-140000,AHUY,,0
4-10,22_B,4-10-A-11,22-10-1-B-141400,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-143000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-143300,Talant,,1
4-10,22_B,4-10-A-11,22-10-1-B-145700,DARCY,,0
4-10,22_B,4-10-A-21,22-10-50-B-150000,AHUY,,0
4-10,22_B,4-10-R-12,22-10-1-B-151800,Talant,,1
4-10,22_B,4-10-R-22,22-10-50-B-153000,DARCY,,1
4-10,22_B,4-10-A-11,22-10-1-B-154300,DARCY,,0
4-10,22_B,4-10-A-21,22-10-50-B-160000,AHUY,,0
4-10,22_B,4-10-R-12,22-10-1-B-160300,Talant,,1
4-10,22_B,4-10-A-11,22-10-1-B-162800,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-163000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-164800,Talant,,1
4-10,22_B,4-10-A-21,22-10-50-B-170000,AHUY,,0
4-10,22_B,4-10-A-11,22-10-1-B-171300,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-173000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-173300,Talant,,1
4-10,22_B,4-10-A-11,22-10-1-B-175800,DARCY,,0
4-10,22_B,4-10-A-21,22-10-50-B-180000,AHUY,,0
4-10,22_B,4-10-R-12,22-10-1-B-181800,Talant,,1
4-10,22_B,4-10-R-22,22-10-50-B-183000,DARCY,,1
4-10,22_B,4-10-A-11,22-10-1-B-184200,DARCY,,0
4-10,22_B,4-10-A-21,22-10-50-B-190000,AHUY,,0
4-10,22_B,4-10-R-12,22-10-1-B-190200,Talant,,1
4-10,22_B,4-10-A-11,22-10-1-B-192800,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-193000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-194700,Talant,,1
4-10,22_B,4-10-A-21,22-10-50-B-200000,AHUY,,0
4-10,22_B,4-10-A-11,22-10-1-B-201400,DARCY,,0
4-10,22_B,4-10-R-22,22-10-50-B-203000,DARCY,,1
4-10,22_B,4-10-R-12,22-10-1-B-203200,Talant,,1
4-10,22_B,4-10-A-21,22-10-50-B-210000,AHUY,,0
4-10,23_A,4-10-A-1,23-10-1-A-051100,AHUY,,0
4-10,23_A,4-10-R-2,23-10-1-A-055300,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-2-A-060000,AHUY,,0
4-10,23_A,4-10-R-2,23-10-3-A-062600,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-1-A-063800,AHUY,,0
4-10,23_A,4-10-R-2,23-10-2-A-065600,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-3-A-070900,AHUY,,0
4-10,23_A,4-10-R-2,23-10-1-A-072600,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-2-A-073800,AHUY,,0
4-10,23_A,4-10-R-2,23-10-3-A-075800,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-1-A-081100,AHUY,,0
4-10,23_A,4-10-R-2,23-10-2-A-082900,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-3-A-084300,AHUY,,0
4-10,23_A,4-10-R-2,23-10-1-A-090300,TALANT Citadelle,,1
4-10,23_A,4-10-A-1,23-10-2-A-091500,AHUY,,0
4-10,23_A,4-10-R-2,23-10-3-A-093200,TALANT Citadelle,,1
